Sentence,Emotion
둘다 너무 이쁘구 사랑스러운 것 같아요 ㅎㅎㅎㅎㅎ,행복
휠체어 들어가는 개찰구에 한 명이 찍더니 세 명이 우르르 들어가는 아주머니들 보고 황당하던데..웃으시면서 자기는 매번 그렇게 이용하신다던 아주머니..살림 좀 나아지셨나요?,분노
남주는 이준기 여주는 정인선 어떤가요,중립
그래도 손흥민보다는 축구 못하더라.,중립
경영학 전공이라는데서 걸러야지. 자기 분야 아니면 함부러 말하지 마라.,혐오
진심 욕나오는 기상청 뭔가 휘둘리는기분,분노
새로운 폭탄이냐?,놀람
맛도 맛이지만 고퀄에 박리다매만 살아남더라 요즘엔,중립
입술을 건드려버렸습니다. - -그러니..,공포
공부만 잘한 쓰레기 벌레인가 봅니다.,슬픔
저역시도 ㅜㅜ,슬픔
연아 화이팅 대한민국 만세!!!,행복
재미있게 읽었습니다,행복
민폐기는 한데 이거도 안해 저거도 안해 점점 더 단절되는 사회 구조로 가는듯,중립
"테베즈 ""향수병이 무슨 병이죠?""",행복
부상임에도 불구하고 그만한 연기가 나오다니요...,행복
곰신분들 저는 어쩌면 좋을까여?ㅜㅜ,슬픔
그때 미안하다 한지는 모르겟어요...,슬픔
헤어샵.옷 같은건 무료로 대여해주나요??,놀람
경찰이 수사권이 있엇던가요?수사권독립되엇어요?,놀람
"전용케이스, 기타 악세사리 구입지출도 보상하라~!!",분노
테임즈를 놔두고 왜 황재균이 부상없으면 리그최강 4번이지?,중립
하 포체티노 김치테러 하고싶다 ㅡㅡ,혐오
지금 이시간에 학교 도서관에서 공부하는놈들 너무많음 ㅠㅠ,슬픔
20개넘게 지원햇는데 연락이안와..,놀람
호갱이들 주머니 털어서 전경유착 자금으로 쓰실려고 ?,분노
괌에는 주변작은섬에서 불법체류중인 현지원주민들이 많아서 강도많아요..,공포
과연 배터리만의 문제일까? ㅎㅎㅎ,혐오
그래도 고생했어요~~~,행복
어제 진짜 인생경기 도공의 미래가 밝다,행복
뭔 건이 이리 많아? 기관총이냐? 하긴 범죄 아닌게 없으니 .,놀람
여러 조언들어보고 그래봤어도 확신이 안드네요...,공포
역시 문학작품은 그냥만들어지는게 아닌거야,놀람
마케팅비에 과징금에..헐..정부는 과징금을 왜지네가 가져가는건가?,놀람
요즘 왜이렇게 나대냐! 더위먹었냐?ㅋㅋ,혐오
페인트붓에 파란색페인트묻혀 쓱싹한거 같은데?,놀람
넌 똑같이 맞아죽어야한다,혐오
그냥네이트판시작한지얼마안되서 댓글여러개달앗는데 갑자기못적는대ㅜㅜ 왜그런거야?,공포
국민의한사람으로서 한시간만 참가할까함?,중립
키쓰신볼때 숨멎을뻔,놀람
미혼모센터 알아보고있는데미혼모센터에 입소하게되면 회사는 못나가는건가요?,공포
전 그게 엄청 부담될거같거든요..ㅠ,공포
이래서 난 경북이라도 이해안가?,놀람
FA영입안하길래 시즌포기했나 했더니,놀람
무조건 자전거타는사람 탓을하면 어쩌자는건지 진짜 답없다,분노
쩌..쩐다 세배 세레모니 뜻을 외국에서 알면 어썸거릴듯,행복
일뽕들은 제발 일본가서 살았으면,혐오
정말미래생각하면 돼게 불안해요.,공포
다문화하면 저런꼴 나는거야,슬픔
도저히 어찌해야할지 모르겠네요.,공포
다리를 심하게좀 다쳤어요,슬픔
친구들 만나기가 두려워요... ㅠㅠ0,공포
연휴기간에는 미세먼지도 없어지는구나 ~,중립
재밌고 좋은현상이네,행복
난 오늘 쉐보레 트렉스디젤샀음!,행복
이제는 전라도 분들이 미는 사람은 절대로 대통령만들면 안된다.,혐오
대놓고 정색했다간 하극상 했다고 더 곤란해질거같거든요..,공포
많은 분들 감사요..,행복
이 도주한 흰색 승용차는 반드시 잡아서 살인죄로 다스려야 합니다.,분노
V20압승.....,놀람
사과도 필요 없고 그냥 TV에서 사라져라.,혐오
남자가 빈혈이라도 오면 어쩔라고..,분노
이미 트럼프 재산 수준이 국가단위인데 ㅋㅋ,놀람
휴식 머 휴우식 어데서 건방지게 휴식같은걸 하고 있어 범죄자가,혐오
진짜 이런 사람이 대통령이었다니 지금도 소름이다ㄷㄷㄷ,분노
진짜 씨레기 인간들이네,혐오
어 우리팀 감독님 기사다 ㅎㅎ,행복
근데 요즘 친구들한테 자꾸 안좋은 얘길 듣네요.,공포
중국보단 그래도 한국이 나을터인디 ㅉㅉㅉ,중립
어제오늘 마셨는데?애기는 뱃속에서 잘움직이고있어서 괜찮은거같기도하고...,공포
이정도면 더 볼것도 없네,분노
일기예보가 이리 개그쳐댈지 몰랐네,혐오
공주인데...정부에서 보호해주는 조직이 있나보지~~,혐오
김세정 진짜 이쁘다,행복
현기가 아니라 폭스바겐그룹과 비교해야 하는거 아님?,놀람
에효...눈물이 왜나지..,슬픔
대형 커피 브랜드에서는 일해본 적이 없어서...,공포
세상에.. DC-8이라니.. 완전 노인 학대구만..,놀람
맥스웰 방정식의 맛을 못봤으니 저런 얘기를 할 수 있는 것이다...,공포
"쓸대없이 돈지.랄을 하고 있구나, SK KT LG 에게..",분노
눈이 저런 정도로 오면 비닐하우스가 있으면 거의 다 주저 앉을 정도인데.,공포
중졸에 대한 모욕이다,분노
팩트는 안갔다는 거자나.,분노
한 마리의 반려견을 키우는 사람의 입장으로 보니 저렇게 사고 팔리는 동물들이 불쌍하고 안타깝기만 합니다.,슬픔
비정규 누가 만들엇나,분노
개미만 죽어나는거였어 ㅋㅋ,중립
아.. 설마설마가 정말 일어날수도 있구나..,놀람
사진보고 피칠갑한 추격자 하정우인줄,놀람
ㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 닥그네아줌마 말하면서 수심이 그득하네 ㅋㅋㅋㅋ 간만에 보네 ㅋ,혐오
그럼 누가.개리 자리 에 오냐???,중립
일본은 모든 상품과 건물들이 이쁘게 디자인 되어 있다.지금 한국은 미적 감각이 크게 결여되어 있음.,행복
그러고 4일만에 전화했는데 거절해버리더라구요,슬픔
성폭행 사건하면 전라도다,분노
와교관이 꿈이었는데.. ㄷ,슬픔
오늘도 500원짜리 5개? 100원짜리 2개 주웠네 ~~~~,행복
근데 너네 그렇게 했어?,놀람
ㄱㄱㄱㅋㅋ이제 긴장도도 떨어질듯,혐오
정말 사랑하다가도 갑자기 우울합니다..,슬픔
결혼이라니 ㄷㄷ 축하해요,행복
현기를 무시하지 마라...,분노
매일매일 죽겠네요 ㅠㅠ,슬픔
난 모르겠는데... 김민종이 예능 1순위???. 난 김민종 좋아하고 진심 음악도 좋아하는 사람입니다.,중립
개발자들 오버워치 하는중,중립
"비용이 어디에 얼마나 쓰이는지(교통비, 식비등 상세내용)은 안나와있어요",슬픔
겁나 크네 ㄷㄷ,놀람
그게 제일편한거야..,슬픔
아님 가면 너무 오바인가요.?,공포
캐드로 곡면을 잘좀 그리지.알바시켰겠지 머,혐오
저가받는 불이익은 뭐가잇을까요???,공포
돈안들이고 공부할수있는자격증요!,놀람
아 진짜 이렇게 못맞추는것도 대다나다,놀람
이젠 영화도 이과가,공포
다이어트 약값으로 카드 정지 먹은 나 ㅜㅜ,슬픔
저년 자식이나.저교수나.똑같네,혐오
국회의원 뽑아 줄때 생존권부터 지켜주길..,중립
나는 백종원님 요리도 보지만 하시는 일을 쉽게 널리 알려서 많은 이들이 스스로 경계하던 일을나도 한번?,행복
번인은 잡았냐?? 사전예약 하면 상품 뭐주냐??,중립
한단계높은 자질이다,놀람
어떻게 해야 그릴수가있는거지?!,놀람
순실네하고 조용히 살지 대통령은 왜 돼서 국민 괴롭히니 나쁜x,분노
니들도 소니처럼 되고 싶냐??,놀람
하루라도 안하면 바로금단현상이 오는데 미치겠네요..,슬픔
잠재적살인마 살인병기이다 평생 사회와 격리시켜야 한다,놀람
얼마나 부실공사했다며 매일 사건일어나 공사업체 세무조사해라,중립
반할 명장설 ㅋㅋㅋㅋㅋㅋ,중립
아직 하루째라서 그런가요..,공포
"확실한건 학원을 다니기싫은건데, 학원을 안다니면 제 자신이 무너질거같아서요..",공포
날씨가 추운데 서울엔 눈이 오는지 모르겠네요,공포
"저 멍청한 무능하며 파렴치의 극치를 보여주는 박근혜가 국회가서 뭐 "" 구국의 개헌"" ㅋㅋㅋ",혐오
그동안에 고등어 경유차 국내원인으로 얘기하던 ss끼늘 다잡아쳐넣자,혐오
전처자식이 화동이라...참ㅠㅠ,중립
이쯤되면 아이유도 민망할듯,슬픔
특검이 대단하네...그건 또 오케 확보했노...,놀람
미국에선 원 플러스 원도 하면서!!,분노
인형뽑아 봣자 집에 가져다놓고 몇달은 만지지도 않으면서 왜뽑음,놀람
금수저 부럽다,슬픔
너무 착한 보검이~♡,행복
서울 대학병원전문의가 ...참 무섭군,공포
하루살이 가을야구... 생명연장!!! 고마워요 오지사또 ㅋㅋㅋㅋㅋ,행복
큰돈도 아니니 작은돈이라도 써서 스트레스 풀면 좋지,중립
"도깨비 플로우식,해시스완은 목소리가 특이해서 대체불가네",중립
50년 뒤에 인구가 절반으로 준대요 ㄷㄷㄷ 중국에 먹힐 듯ㅠㅠ,슬픔
그 핵교는 더이상 다닐 것이 못 됐어.,혐오
저도 나갈때 저대신 일할 사람을 구해야하는건가요?....,공포
개누리당은 6개월 아니 이제 60년이지나도 너희들은 절대로 다음국회에선 얼굴 볼일없겠다,분노
반드시 처벌해야만 함,분노
아마 저란 사람에게 진절머리나서 더 그런가봐요.,슬픔
저번주에 잘 뛰던 심장이 안 뛴다 하네요,슬픔
국민 세금으로 해결해주는 현실.,분노
왜 이런데 국민혈세를 막쓰나 모르겠다. 그렇게 국민들이 국정교과서 하지 말라고 말해도 국민 주권 여론이 우습냐? 지금이라도 그만둬라,혐오
이혼 얘기 나오는거 아닌지 ㅠㅠㅠ,슬픔
근데 이번 생리는 좀 날짜가 미뤄지네요..,공포
대통령이 한둘이 아니여 ㅋ,중립
케이티 가려나? 열자열자,놀람
안 뜰꺼 알아 눈호강만 한다,중립
항상 밝은 에너지덕분에 힘이 납니다!!!,행복
쉬운 요리 맛난 요리 가르쳐줘서 감사해유^^,행복
진짜 궁금한데 법적으로 애기 키우는데 깜방갈수있나요???,놀람
이 사람 얼굴이 약간 전라도 사람처럼 생겼네,놀람
저런 사람을 지지하는 미국인이 많다는것 또한 합리적이고 이성적이라는 미국인들의 아이러니인간사는 세상은 어디나 다비슷한거아닐까,공포
댓글은 듣보잡이라 놓고 어마어마한 댓글수ㅋ이미 톱스타 됐다는건 니들이 증명해주고 있는데 뭐ㅋ주식도 안샀으 나대지말고 짜져있ㅇㅓ,혐오
아님 내가 신기하게 생겨서 그런거냐??,놀람
닭근혜 최순실 부역자인 기레기들 처벌하자.,분노
"쪽빠리의 자식들이 많은 한국도 따라가겠지 ?친일의 자식들이 너무많고, 너무많은 혜택을 누리는 나라 한국 !!!!!!!!!!!!!!!",혐오
블박 직접보면 생각이 달라짐.,중립
이사람 임기 못채운다에 한표 ㅡ,중립
ㅋㅋㅋㅋ요즘엔 아줌마들 신조어도 많더만 얼집이 뭔가 했다ㅋㅋㅋㅋ,놀람
엄마 교도소갈판인데,중립
박그네 일당들은 전부 머리에 똥이다!!!!!,분노
SES 노래는 지금들어도 정말 좋은데 다시 재결합을 한다니까 너무 기대되네요!,행복
맨날 밥먹일때마다 걱정이에요.,슬픔
마지막까지 최선을 다하시고 멋진 경기 정말 고마워요,행복
진짜 이해 안되는 부부네..,혐오
미국을 병신으로 만들어 놓는구만,공포
엄마가 젊으신것도 아니고 그래서 많이 걱정도 되고..,슬픔
하..진심 우려스럽다...,공포
꼭 피 눈물 흘리길 바래,분노
협력사 피 빨아 먹는 놈들,분노
넌 후폭풍이 너무빨리 와버린듯..,슬픔
일본한테 36년 나라 뺏기고 남자는 총알받이로 여자는 위안부로 끌려간 그 역사 되풀이하고싶으냐?,분노
소비자를 호구로아는 방통위 미래부 각성해라 진짜,분노
러시아축협처럼 은행대출이나받아야할듯,중립
사실 무도에서 컴백이 힘들거라는 말 듣고 많이 슬펐어요 ㅜㅜ,슬픔
하 내일 예비군인데 비와주면 안되겠니 왜 내일만 주춤하냐ㅋㅋ,혐오
저것들이 이제 눈에 보이는게 없구나...푸틴형님을 건드리다니,혐오
뭘 잘한게있어야칭찬을하지 ..,혐오
조강지처 버리더니 애들도 다뺏기네 ㅋ,혐오
지금네시간지난상태인데내일가서환불받을수있나요?,공포
이정도로만 말하면 되나요...,공포
곧 지구종말이 올것같다 결국 종말의원인은 자연재해가아닌 인류가빚어낸 종말일것이다,혐오
아이폰쓰는 사람들 .. 왠만하면 이번기회에 좀 바꾸지?,중립
한끼도 먹기 힘들다네요..,슬픔
어디서 약을팔어~~,혐오
정신병자 쿠루에서 뭔들 방송에 나오는 자체가 뭔 빽이냐 ~,혐오
하아 진짜 나쁜놈들!!!!,혐오
정품이 맞긴해? 중국산 짝퉁아냐? ㅋㅋㅋ,혐오
우와아 왕댯님생일에 6번째 1위라니!!,행복
범죄자의 인권보단 국민의 권익이 우선이라 생각하지만. 문제는 범죄자가 아닌데 경찰이 마약사범으로 지목하면 무고한 시민도 죽을수 있다는것이다. 부패도가 높은 필리핀 경찰에겐 너무 큰 권한을 준게 아닌가 싶다.,혐오
통곡을 하겠어..,슬픔
지새끼들 아니라고 아나무인 담배피는곳은 있고 수유실이 없다니 ..,놀람
사족을 멸하자,분노
진사 처음엔 진짜 재밋고 향수 낫는데ㅠ,슬픔
박근혜를 탄핵해라!,분노
막상 선물사니까 축의금도 내야하나 걱정되구요ㅜㅜ0,공포
남친이?어제 자기 전에도 생각날만한 애정이 가득 담긴 말을 해달라는뎅..,슬픔
운동도 점점 귀찮아지고 슬슬 간식에도 손에 가는데 이러면 안될것같거든요...,공포
무식이 대물림 되어서 끝이 보이네요~~안타깝네 ㅉㅉ,혐오
올해 야구를 보면서 이런 성적이 나오리라곤 상상도 못했다.,놀람
아이들이 왜 대통령은 그렇게 나쁜죄를 지었으면서 안물려나냐고 물을때마다 답하기 참 난처하네요..,혐오
너무나 통탄할 일이다.,분노
기사 제목 쓰레기다 진짜,분노
설마 이게 테러라고 믿는 사람들은 없겠죠?,놀람
